Country Name,Country Code,2020,2021,2022,2023,2024
Botswana,BWA,46.37305157,46.84619743,42.06809598,36.55349955,43.7109717
Central African Republic,CAF,34.34854,30.93166,32.93307,29.039744,31.42487209
Canada,CAN,31.68312373,31.07175842,33.37443089,33.28245524,32.70614703
Central Europe and the Baltics,CEB,55.61107134,62.05650863,70.09437305,59.80500763,56.2402384
Switzerland,CHE,57.69042084,58.89702837,62.36093098,61.98684348,61.93620375
Channel Islands,CHI,,,,,
Chile,CHL,26.85247332,32.88461106,39.59498947,29.91366161,30.13653607
China,CHN,15.83536862,16.99444895,17.14298818,17.00272065,17.1755035
Cote d'Ivoire,CIV,20.94916333,22.81776494,28.59903072,26.38166486,25.23640547
Cameroon,CMR,18.50309438,20.22195068,21.96478924,21.0375759,18.72992493
"Congo, Dem. Rep.",COD,31.18295894,37.55754132,45.00184458,44.68607466,51.79982106
"Congo, Rep.",COG,28.58758144,32.7096323,34.34918984,39.3144666,40.40847903
Colombia,COL,20.53329541,23.86214044,27.89428712,22.55645409,20.92616999
Comoros,COM,28.0581825,32.15068946,37.44174298,35.32889831,34.46170005
Cabo Verde,CPV,53.10008382,53.60526027,58.30988263,55.75198949,54.00674731
Costa Rica,CRI,28.23338859,34.60528528,39.82233642,33.55636705,32.79921972
Caribbean small states,CSS,,,,,
Cuba,CUB,7.514531634,45.1302048,53.37114768,74.90711094,82.39307556
Curacao,CUW,,,,,
Cayman Islands,CYM,45.83919138,,,,
Cyprus,CYP,81.02146374,86.06990366,101.0874504,94.35079305,93.38263498
Czechia,CZE,61.01945707,66.82807116,71.60206597,63.48949137,62.61682962
Germany,DEU,33.81372583,37.39969693,43.15734987,38.99528596,37.65667122
Djibouti,DJI,108.6100173,120.7495348,143.0346737,135.1607212,114.822196
Dominica,DMA,,,,,
Denmark,DNK,49.39653535,53.11412483,61.24061003,60.31097537,60.76301777
Dominican Republic,DOM,25.93595411,30.42172293,32.35201105,28.52029664,29.015587
Algeria,DZA,24.85455545,23.39269197,20.39853319,19.94973798,20.28219405
East Asia & Pacific (excluding high income),EAP,19.25045766,20.8964836,21.7511092,21.16740393,21.72171396
Early-demographic dividend,EAR,24.0062065,26.92801936,29.68026751,27.24898973,26.7125089
East Asia & Pacific,EAS,23.66198249,25.91413875,28.43159689,27.32046634,27.97812704
Europe & Central Asia (excluding high income),ECA,35.30588128,37.78856548,43.04162156,38.752919,34.18553914
Europe & Central Asia,ECS,39.01505044,41.47381609,46.62939628,43.40739036,41.43281346
Ecuador,ECU,20.70574877,26.19530003,30.95554713,28.43182398,26.92453887
"Egypt, Arab Rep.",EGY,19.65347983,19.29582327,21.89607906,21.34430943,23.22450988
Euro area,EMU,41.09084249,44.53729935,51.97183353,46.73315333,44.78963716
Eritrea,ERI,,,,,
Spain,ESP,28.96510316,32.76750462,38.79405144,33.98098896,32.89438197
Estonia,EST,69.23808788,80.85601348,88.25718142,76.81795741,75.36821909
Ethiopia,ETH,16.87891444,16.71334827,18.35153932,14.00228322,11.86116504
European Union,EUU,42.22111126,45.91116952,53.43400375,48.10989757,46.11544534
Fragile and conflict affected situations,FCS,21.21438407,23.85864473,25.55184221,28.0322988,31.89981293
Finland,FIN,35.97025217,39.86750494,48.27775377,42.77033367,41.55230955
Fiji,FJI,,,,,
France,FRA,30.2816679,32.5004327,39.34695937,36.16988818,34.21843331
Faroe Islands,FRO,48.79582522,51.50755605,61.48893753,56.14164243,51.19654724
"Micronesia, Fed. Sts.",FSM,67.84611643,67.16004187,69.4783522,70.22004243,71.48537495
Gabon,GAB,22.51457183,24.40919171,24.48435566,27.75037554,27.46850704
United Kingdom,GBR,29.21123725,29.24897918,35.13699806,33.08011441,31.85600169
Georgia,GEO,55.99076001,58.92654634,62.21655847,57.88411933,55.64140534
Ghana,GHA,35.05007823,32.65271144,35.45141224,32.61704503,34.3150461
Gibraltar,GIB,,,,,
Guinea,GIN,68.79544138,58.97689951,48.74662126,51.69746371,56.38481096
"Gambia, The",GMB,37.78787629,35.48064804,36.1520709,32.90879361,33.42177492
Guinea-Bissau,GNB,27.41743423,27.27156216,31.03365156,27.26655788,26.95926652
Equatorial Guinea,GNQ,37.08243479,31.83909755,28.84593093,24.84095533,25.37719853
Greece,GRC,38.84331397,47.7522569,58.89022267,48.63224983,47.66484962
Grenada,GRD,,,,,
Greenland,GRL,46.69367925,49.62838833,52.57504573,51.09145727,
Guatemala,GTM,24.79714764,31.63149247,35.4855385,31.69083295,31.45132481
Guam,GUM,57.26842461,58.74238049,63.97973951,,
Guyana,GUY,,,,,
High income,HIC,27.82540946,30.16377364,33.08470736,31.02038932,30.50327848
"Hong Kong SAR, China",HKG,174.3752226,198.4454177,190.3946252,176.2104948,177.7153684
Honduras,HND,52.12571628,64.0072451,70.25934312,61.42329936,57.56105759
Heavily indebted poor countries (HIPC),HPC,27.95828098,29.80535777,32.51492892,30.88071588,29.93559547
Croatia,HRV,48.2677342,52.54175393,65.89883328,54.71064604,54.77123688
Haiti,HTI,29.76287564,29.93183192,29.29079017,25.51473371,18.84711044
Hungary,HUN,76.43907119,79.77609295,95.22825661,77.15111517,71.11367123
IBRD only,IBD,21.89540877,24.06604292,25.41227964,24.18274991,24.32621468
IDA & IBRD total,IBT,21.90339598,24.12251063,25.5749903,24.41862922,24.64881489
IDA total,IDA,22.01565356,24.55939498,27.6793626,27.46528961,29.07249517
IDA blend,IDB,15.34909311,17.54886386,20.73969977,21.33049775,25.46733971
Indonesia,IDN,15.64100712,18.78820264,20.96175851,19.58243967,20.38933443
IDA only,IDX,27.95925431,30.82389634,33.90850603,31.97036825,31.14539086
Isle of Man,IMN,,,,,
India,IND,19.0756284,24.02393045,26.82372895,23.5441445,23.48744745
Not classified,INX,,,,,
Ireland,IRL,118.9685471,94.63468064,98.24943902,103.1232609,102.1852732
"Iran, Islamic Rep.",IRN,25.49409263,20.6531717,23.3517323,25.47190254,28.51065858
Iraq,IRQ,29.99203884,24.18161548,24.23284788,29.83008856,33.20124973
Iceland,ISL,34.51629107,38.86677306,46.3070983,43.25904889,43.51520698
Israel,ISR,24.06437435,26.07827959,29.25952458,27.57981809,26.01723871
Italy,ITA,25.21362872,29.13036876,36.91736226,31.77558853,30.31872696
Jamaica,JAM,,,,,
Jordan,JOR,42.16000685,50.37445569,61.55799228,56.83098536,57.06739262
Japan,JPN,15.80202577,18.62925429,25.26656271,23.29928832,23.63795175
Kazakhstan,KAZ,26.49753557,25.02374645,26.76530584,27.68370632,25.57417951
Kenya,KEN,18.9580936,21.89230958,24.31829547,24.22042344,23.1203987
Kyrgyz Republic,KGZ,49.41040062,64.45578698,87.44944622,95.48518066,84.20758625
Cambodia,KHM,62.18359841,73.81881187,73.66657208,67.31417634,72.08342554
Kiribati,KIR,67.98523281,70.73032242,100.0811017,101.6836209,
St. Kitts and Nevis,KNA,,,,,
"Korea, Rep.",KOR,30.92975766,35.96748549,45.29028654,40.93652833,40.28425676
Kuwait,KWT,38.2993629,30.27557639,30.47110539,38.34963764,
Latin America & Caribbean (excluding high income),LAC,23.45510497,27.16513433,28.76855204,24.44266246,25.07705736
Lao PDR,LAO,,,,,
Lebanon,LBN,33.75721742,52.80299271,80.05949902,73.6549981,
Liberia,LBR,,,,,
Libya,LBY,30.61200338,72.22946242,64.34076117,72.25390047,56.84519846
St. Lucia,LCA,,,,,
Latin America & Caribbean,LCN,24.42712986,28.20003162,30.01656629,25.56708716,25.92306569
Least developed countries: UN classification,LDC,26.40790881,28.57657505,31.19453301,29.41931542,28.70299535
Low income,LIC,34.16652248,36.84605873,38.33568041,37.84514286,39.18383071
Liechtenstein,LIE,,,,,
Sri Lanka,LKA,21.63147894,24.30742474,25.12304556,22.84709407,22.51118015
Lower middle income,LMC,24.4942505,28.63266149,31.83658446,29.5934395,30.66637619
Low & middle income,LMY,21.06690043,23.24184673,24.98691886,23.71384464,24.09841032
Lesotho,LSO,96.64759265,93.04038964,95.86759886,98.59077521,
Late-demographic dividend,LTE,24.5013189,25.60270104,26.46619323,26.17716654,26.61142356
Lithuania,LTU,63.36188006,75.17678916,88.87176286,72.56905091,68.93441011
Luxembourg,LUX,171.1444341,181.8880179,189.8687138,185.1871456,159.734951
Latvia,LVA,61.22395578,69.98533846,82.39129435,69.65333401,66.92837752
"Macao SAR, China",MAC,61.76942425,79.42105928,85.57644484,53.45742368,49.88982795
St. Martin (French part),MAF,,,,,
Morocco,MAR,38.04969644,42.38733224,56.19468197,50.70028106,50.18872131
Monaco,MCO,,,,,
Moldova,MDA,51.35138586,57.82209883,70.89121213,58.88203536,57.25256831
Madagascar,MDG,28.86863248,32.12422649,40.00383954,34.1299942,31.71710079
Maldives,MDV,66.12070327,66.50831153,79.57257737,75.30620691,78.2597392
"Middle East, North Africa, Afghanistan & Pakistan",MEA,33.34869095,32.25915793,33.8387821,36.22912947,37.4053383
Mexico,MEX,37.61918362,42.50010443,45.86619537,37.50946647,37.88553917
Marshall Islands,MHL,72.33751034,74.07774452,88.36013385,79.91977056,81.74494479
Middle income,MIC,20.92206747,23.09843382,24.83439272,23.55791259,23.9296966
North Macedonia,MKD,70.46975855,81.27754663,93.36195784,80.39725544,74.64567243
Mali,MLI,30.89928807,33.28027981,35.53567486,32.78331228,27.33063735
Malta,MLT,112.4070729,101.4100704,116.7002845,101.5036066,99.6844352
Myanmar,MMR,,,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,26.38290889,26.29498186,29.12216951,29.4498896,30.32407008
Montenegro,MNE,61.60900174,62.59988096,74.11099609,67.57764648,66.19702152
Mongolia,MNG,55.1782979,60.54921448,71.26657879,66.60712947,69.73181643
Northern Mariana Islands,MNP,64.20323326,72.86652079,70.89416058,,
Mozambique,MOZ,67.11627258,71.72846593,85.45263561,60.4443322,52.82412461
Mauritania,MRT,45.37006385,48.45085049,62.2880913,53.7583537,52.18800438
Mauritius,MUS,65.7642098,74.4256503,80.63450018,78.28024678,78.30993919
Malawi,MWI,30.02758922,31.8838054,32.27424401,31.19263201,
Malaysia,MYS,55.21024653,63.40293914,69.61680727,63.91450808,66.02148618
North America,NAC,14.53780876,15.96212821,16.93806088,15.52263676,15.60789392
Namibia,NAM,43.24737345,51.58789221,58.80408295,67.14394499,67.98464234
New Caledonia,NCL,36.53663894,34.88961329,35.09077172,34.69338012,28.67424423
Niger,NER,25.77514505,27.02217288,26.40307422,22.76876086,22.65206346
Nigeria,NGA,,,,,
Nicaragua,NIC,46.89202258,59.80314776,65.55890398,59.15372584,58.06277522
Netherlands,NLD,70.99170446,76.70483989,87.66386267,77.54436819,71.40029168
Norway,NOR,33.14364126,28.18641186,27.10965906,32.45174661,33.87180017
Nepal,NPL,34.11357577,37.93463331,42.27101061,34.56418301,32.90792411
Nauru,NRU,91.39650538,79.97825532,113.5282857,100.4888889,110.5241935
New Zealand,NZL,22.280094,26.23136178,29.42877545,26.69141994,26.41915861
OECD members,OED,25.6303775,28.03189483,31.46884836,28.92031561,28.19428378
Oman,OMN,44.82101743,42.61972838,42.49450737,44.86238826,48.78010541
Other small states,OSS,68.59035335,73.73504484,81.810818,76.29676666,75.49902888
Pakistan,PAK,17.41772129,17.97882052,22.49076321,17.9737338,17.18801556
Panama,PAN,32.43133532,38.52675959,45.44867098,42.71966652,39.31593656
Peru,PER,21.23452405,26.19138977,28.46511519,23.64987838,22.93829698
Philippines,PHL,32.96672099,37.7325749,44.04228206,40.78311997,40.11203137
Palau,PLW,80.27097114,74.43357358,89.53232011,80.41615401,
Papua New Guinea,PNG,,,,,
Poland,POL,46.82520571,53.83630695,60.66881661,52.14366402,48.17962946
Pre-demographic dividend,PRE,19.6021847,20.5782009,22.42229225,25.62301605,30.63373987
Puerto Rico (US),PRI,43.16184577,42.33302577,45.81017658,48.01274317,42.7455385
"Korea, Dem. People's Rep.",PRK,,,,,
Portugal,PRT,39.25262559,44.32511803,51.88246428,45.98037678,43.92468381
Paraguay,PRY,29.48959049,34.25518051,39.36852044,40.34102056,39.62947507
West Bank and Gaza,PSE,51.93056781,55.74244851,63.95867575,61.78766129,60.27379277
Pacific island small states,PSS,,,,,
Post-demographic dividend,PST,26.12146652,28.69505613,31.93082918,29.4978097,28.96229009
French Polynesia,PYF,36.33345496,39.53569125,47.70928058,47.60428202,46.14749422
Qatar,QAT,40.90016703,34.05311628,31.61523202,,
Romania,ROU,41.39050536,46.37680927,50.43654554,44.13073486,41.61195709
Russian Federation,RUS,20.44472269,20.58377593,15.06248308,18.34161446,17.59156448
Rwanda,RWA,35.86200972,34.79133715,38.66701799,39.90117342,39.13233313
South Asia,SAS,18.993479,23.46729854,26.36719621,23.14636308,22.9441369
Saudi Arabia,SAU,23.7233477,21.72826494,20.83915488,23.9264922,25.569493
Sudan,SDN,4.829832382,1.87767821,1.127672605,1.36562019,1.274481912
Senegal,SEN,39.34631876,44.73639187,52.90065743,48.28817325,43.44943087
Singapore,SGP,150.258781,146.4505771,146.235277,144.1319016,143.5951411
Solomon Islands,SLB,32.28189748,40.86453853,46.70356389,64.87522515,70.78446579
Sierra Leone,SLE,20.72263171,26.59587668,28.27373472,34.32313842,23.2797967
El Salvador,SLV,41.93270867,53.06358059,56.26762623,50.3176292,51.89894178
San Marino,SMR,140.4244732,158.1558925,173.0237205,154.9906006,
"Somalia, Fed. Rep.",SOM,62.04218822,62.94421597,73.07654611,81.18269757,99.1142308
Serbia,SRB,54.21937322,60.0018978,71.17512478,59.41745483,58.14126168
Sub-Saharan Africa (excluding high income),SSA,20.39003714,22.60097466,25.1727336,27.05620042,30.19052473
South Sudan,SSD,,,,,
Sub-Saharan Africa,SSF,20.25335657,22.33656036,24.85676445,26.25132865,28.82299875
Small states,SST,67.14718273,72.74379301,77.06367253,73.62239024,71.58497577
Sao Tome and Principe,STP,,,,,
Suriname,SUR,,,,,
Slovak Republic,SVK,83.23582987,91.21762273,104.9888251,89.89731622,85.7293012
Slovenia,SVN,69.27720859,78.08878572,92.33081685,76.72139557,74.74053919
Sweden,SWE,40.18721866,43.62600041,52.79968847,52.42383147,51.57351051
Eswatini,SWZ,40.41082523,45.31881731,48.07619341,51.22358875,53.72472918
Sint Maarten (Dutch part),SXM,,,,,
Seychelles,SYC,86.93664205,103.5069435,99.70523212,97.41889329,103.2008491
Syrian Arab Republic,SYR,31.13232783,45.70751452,28.7993412,,
Turks and Caicos Islands,TCA,,,,,
Chad,TCD,19.35597063,17.66315481,16.25303432,17.77335356,18.09337507
East Asia & Pacific (IDA & IBRD countries),TEA,19.23876525,20.88333471,21.73772573,21.15431471,21.70832063
Europe & Central Asia (IDA & IBRD countries),TEC,32.34502566,34.52742049,34.35942397,34.04124746,31.53745577
Togo,TGO,31.99569259,33.24326202,36.56588191,,
Thailand,THA,46.30631664,58.69355544,67.48594789,63.37955121,66.69737628
Tajikistan,TJK,38.42478945,47.64400755,49.08238754,48.44286358,
Turkmenistan,TKM,18.11764559,12.49757179,12.48456895,12.47475271,11.16199026
Latin America & the Caribbean (IDA & IBRD countries),TLA,24.23377778,28.19185201,30.00963478,25.39600663,25.84181429
Timor-Leste,TLS,48.08409544,36.34721159,42.0091749,66.38155762,84.89094872
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,26.14204866,26.01664117,28.80952441,29.17173861,30.1386324
Tonga,TON,62.14437648,57.46473442,59.36386808,64.87989981,
South Asia (IDA & IBRD),TSA,18.993479,23.46729854,26.36719621,23.14636308,22.9441369
Sub-Saharan Africa (IDA & IBRD countries),TSS,20.25335657,22.33656036,24.85676445,26.25132865,28.82299875
Trinidad and Tobago,TTO,,,,,
Tunisia,TUN,46.34152873,51.85321176,64.76985467,59.0894641,56.29685918
Turkiye,TUR,31.64984877,34.55526432,41.75706148,33.76961579,27.03058291
Tuvalu,TUV,,,,,
Tanzania,TZA,14.45914135,15.79516168,19.58974119,21.01660493,21.68263785
Uganda,UGA,21.58589385,25.93262257,22.48330649,21.7399874,25.89519579
Ukraine,UKR,40.33480609,42.00962089,51.95139865,49.20914592,48.34279735
Upper middle income,UMC,19.96728449,21.69584869,23.04178889,22.03345338,22.23683284
Uruguay,URY,21.54359269,25.37043582,27.69918209,24.77068583,23.70414487
United States,USA,13.18745747,14.64914089,15.52953511,14.10591715,14.27117756
Uzbekistan,UZB,34.13611435,36.1515861,39.5742215,41.68039784,37.96164889
St. Vincent and the Grenadines,VCT,,,,,
"Venezuela, RB",VEN,13.0854205,13.87634591,11.54906961,10.02768088,9.221317056
British Virgin Islands,VGB,,,,,
Virgin Islands (U.S.),VIR,75.28966659,90.0155314,108.2619863,,
Viet Nam,VNM,78.86426481,92.82562571,89.7334901,78.35065203,83.70780374
Vanuatu,VUT,51.44145089,50.39846957,54.17413025,,
World,WLD,25.45881071,27.65334506,30.12115989,28.37398077,28.18336832
Samoa,WSM,48.28838771,48.29886576,49.36200625,54.63193407,48.86627715
Kosovo,XKX,53.91287025,65.22924776,71.3863746,70.31137591,72.04129901
"Yemen, Rep.",YEM,,,,,
South Africa,ZAF,23.18374492,24.97310312,31.40769409,32.42606322,29.85486341
Zambia,ZMB,32.48666294,33.99242118,29.10331771,37.39576308,27.55301466
Zimbabwe,ZWE,21.24718098,24.35494215,31.36813262,23.1741852,23.43768942
